Id,price
1,910.1842105263158
2,2834.3508771929824
3,811.6666666666666
4,2854.438596491228
5,1087.842105263158
6,10953.38596491228
7,6083.30701754386
8,4448.412280701755
9,2211.745614035088
10,753.6140350877193
11,1676.0350877192982
12,1551.1666666666667
13,4277.543859649123
14,5206.7192982456145
15,1135.2543859649122
16,2652.766666666667
17,2379.815789473684
18,12888.912280701754
19,4716.324561403509
20,5268.298245614035
21,1716.0438596491229
22,1075.7631578947369
23,758.1842105263158
24,1338.8333333333333
25,5565.754385964912
26,3087.2631578947367
27,12771.701754385966
28,1510.5701754385964
29,2539.6491228070176
30,1402.7280701754387
31,1239.0701754385964
32,755.3684210526316
33,7604.754385964912
34,5097.456140350877
35,7874.3105263157895
36,2303.0
37,6519.7807017543855
38,1259.0
39,451.87719298245617
40,1579.2105263157894
41,3167.8245614035086
42,9710.026315789473
43,6058.730994152047
44,5626.675438596491
45,848.5438596491229
46,843.5526315789474
47,1343.438596491228
48,592.1140350877193
49,608.2368421052631
50,707.4649122807018
51,720.5087719298245
52,3691.5102339181285
53,16111.719298245614
54,759.3684210526316
55,10978.026315789473
56,13803.587719298246
57,4274.4473684210525
58,1690.1140350877192
59,16786.543859649122
60,11589.062865497077
61,695.2631578947369
62,4290.008771929824
63,14183.456140350878
64,12980.263157894737
65,1885.219298245614
66,9114.850877192983
67,2873.8070175438597
68,1091.657894736842
69,986.5877192982456
70,1400.7456140350878
71,1278.4561403508771
72,723.0263157894736
73,6316.675438596491
74,668.5526315789474
75,5316.912280701755
76,4806.5526315789475
77,1669.1754385964912
78,9270.570175438597
79,3179.7105263157896
80,1260.061403508772
81,10967.771929824561
82,908.2368421052631
83,5652.140350877193
84,4951.6140350877195
85,452.50877192982455
86,4363.1140350877195
87,5219.324561403509
88,4977.166666666667
89,6474.684210526316
90,2072.5
91,16050.315789473685
92,929.4035087719299
93,540.2017543859649
94,670.0438596491229
95,647.1578947368421
96,624.9912280701755
97,1653.9649122807018
98,3297.342105263158
99,2066.964912280702
100,2348.09649122807
101,15958.82456140351
102,1813.3070175438597
103,761.859649122807
104,4571.394736842105
105,3362.7280701754385
106,6037.131578947368
107,1405.7105263157894
108,11202.508771929824
109,869.8157894736842
110,785.5087719298245
111,3170.7017543859647
112,912.4122807017544
113,697.0701754385965
114,785.5087719298245
115,571.7368421052631
116,10053.956140350878
117,954.6315789473684
118,887.1052631578947
119,1058.5263157894738
120,5480.421052631579
121,649.5964912280701
122,701.4561403508771
123,8067.833333333333
124,1856.140350877193
125,1367.9473684210527
126,576.3245614035088
127,5110.403508771929
128,4444.508771929824
129,1221.5350877192982
130,889.8070175438596
131,781.561403508772
132,6155.815789473684
133,815.0877192982456
134,5844.859649122807
135,17173.263157894737
136,10268.157894736842
137,571.2280701754386
138,1761.0438596491229
139,763.9824561403509
140,630.9736842105264
141,6581.973684210527
142,1387.377192982456
143,6214.675438596491
144,734.3684210526316
145,4030.6315789473683
146,3298.745614035088
147,5545.666666666667
148,1171.017543859649
149,6766.105263157895
150,1159.1052631578948
151,10192.201754385966
152,4604.464912280701
153,872.8859649122807
154,882.9122807017544
155,915.4298245614035
156,7570.710526315789
157,3760.7719298245615
158,3659.3684210526317
159,1255.8157894736842
160,8239.921052631578
161,6728.289473684211
162,519.9298245614035
163,550.0087719298245
164,14662.394736842105
165,9853.552631578947
166,2087.8508771929824
167,694.3333333333334
168,1525.9736842105262
169,4250.666666666667
170,711.3157894736842
171,5884.701754385965
172,4580.429824561404
173,9271.859649122807
174,16330.236842105263
175,12732.40350877193
176,5406.5526315789475
177,3950.3859649122805
178,846.3508771929825
179,3084.6567251461993
180,2778.8596491228072
181,538.2982456140351
182,988.780701754386
183,2070.745614035088
184,2140.2894736842104
185,768.7894736842105
186,1143.9649122807018
187,1799.4912280701753
188,2433.4239766081873
189,1865.982456140351
190,4885.149122807017
191,4306.964912280701
192,924.1754385964912
193,6211.815789473684
194,14404.71052631579
195,3610.684210526316
196,10636.342105263158
197,3540.7631578947367
198,4608.19298245614
199,4776.973684210527
200,621.5087719298245
201,5318.298245614035
202,554.4649122807018
203,6551.166666666667
204,8822.11403508772
205,1161.1842105263158
206,5079.903508771929
207,5103.80701754386
208,2921.684210526316
209,5237.131578947368
210,5861.127631578947
211,756.3947368421053
212,2633.9736842105262
213,2189.184210526316
214,1857.5701754385964
215,16842.675438596492
216,1203.7719298245613
217,3176.7719298245615
218,484.5877192982456
219,2727.2017543859647
220,1657.4736842105262
221,12856.17543859649
222,7036.30701754386
223,553.3157894736842
224,1619.938596491228
225,526.1578947368421
226,772.7017543859649
227,1027.5964912280701
228,2678.0438596491226
229,4536.421052631579
230,2932.1491228070176
231,1638.3859649122808
232,683.719298245614
233,518.3508771929825
234,2106.0877192982457
235,11970.228070175439
236,785.4649122807018
237,722.1228070175439
238,4911.298245614035
239,610.4824561403509
240,5106.861842105263
241,2449.90350877193
242,442.2280701754386
243,16387.991228070176
244,6517.175438596491
245,7606.684210526316
246,4290.7192982456145
247,773.3771929824561
248,1022.8333333333334
249,1567.657894736842
250,5025.868421052632
251,7392.798245614035
252,11409.836257309942
253,594.6929824561404
254,16786.491228070176
255,646.719298245614
256,17748.324561403508
257,5260.333333333333
258,1697.6666666666667
259,878.5
260,6819.728070175439
261,1258.6754385964912
262,2313.684210526316
263,914.2105263157895
264,8333.263157894737
265,1769.2894736842106
266,633.2105263157895
267,11828.473684210527
